Education,Income,Recency,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Complain,Response,Loyalty,Age,Children,Spent,TotalAcceptedCmp,MaritalStatus,Family_Size
Postgraduate,31385.0,56,1,1,0,2,8,0,1,515,30,1,27,1,Single,2
Graduate,24570.0,97,3,4,0,4,9,0,0,390,30,1,193,0,Married,3
Graduate,94642.0,35,0,5,7,9,1,0,0,102,63,0,2211,2,Married,2
Postgraduate,58646.0,3,1,2,1,4,4,0,0,381,52,1,140,0,Married,3
Graduate,51373.0,37,1,3,5,3,4,0,0,335,23,0,393,0,Married,2
Graduate,23477.0,39,3,3,0,4,8,0,0,212,28,1,147,0,Married,3
Graduate,58116.0,38,2,3,3,8,2,0,0,39,58,1,443,0,Married,3
Postgraduate,72968.0,8,1,5,5,8,3,0,1,187,51,0,1958,1,Single,1
Postgraduate,39791.0,89,2,3,1,4,7,0,0,369,43,1,174,0,Married,3
Postgraduate,91712.0,47,0,9,7,11,3,0,1,208,67,0,2217,1,Single,1
Graduate,94472.0,75,1,5,5,5,5,0,0,12,56,1,1691,2,Single,2
Graduate,13672.0,86,2,1,0,3,8,0,0,352,54,2,25,0,Married,4
Undergraduate,96547.0,4,0,7,6,8,2,0,1,33,34,0,809,3,Married,2
Graduate,79205.0,73,1,6,5,4,4,0,1,596,39,0,895,1,Married,2
Postgraduate,56559.0,46,3,4,3,8,4,0,0,505,39,1,484,0,Married,3
Postgraduate,32644.0,38,4,7,1,6,8,0,0,491,41,1,413,1,Married,3
Undergraduate,67506.0,73,1,4,1,6,3,0,0,105,34,1,331,0,Single,2
Graduate,24206.0,66,1,1,0,3,6,0,0,412,44,1,25,0,Single,2
Postgraduate,28420.0,36,1,1,0,2,6,0,0,151,47,1,13,0,Single,2
Graduate,22979.0,29,3,3,2,2,8,0,1,632,44,1,115,0,Married,3
Graduate,33279.0,29,1,0,0,3,3,0,0,-12,48,0,16,0,Single,1
Graduate,30368.0,97,2,2,0,3,8,0,0,137,37,1,52,0,Married,3
Graduate,63684.0,61,3,8,4,8,5,0,0,519,44,1,1464,0,Married,3
Graduate,41638.0,68,4,5,5,3,8,0,0,433,50,1,441,1,Single,2
Postgraduate,68805.0,73,1,3,1,7,2,0,0,212,55,1,283,0,Single,2
Postgraduate,65814.0,90,3,8,2,10,5,0,0,29,48,1,747,0,Married,3
Graduate,71964.0,81,1,5,6,5,3,0,0,324,56,0,1870,0,Single,1
Graduate,39146.0,1,3,4,0,4,8,0,0,499,28,1,165,0,Single,2
Graduate,96876.0,79,1,7,7,9,2,0,1,248,37,0,1941,3,Married,2
Graduate,68281.0,31,1,2,9,13,5,0,1,660,56,0,1655,0,Single,1
Graduate,36790.0,14,1,2,1,2,9,0,1,471,31,0,66,0,Married,2
Graduate,27943.0,89,3,2,0,3,8,0,0,351,47,2,37,0,Married,4
Graduate,22263.0,31,2,1,0,3,6,1,0,60,63,2,21,0,Single,3
Graduate,30261.0,75,1,0,0,3,8,0,0,567,42,3,22,0,Married,5
Graduate,28587.0,42,3,2,0,4,6,0,0,95,36,1,78,0,Married,3
Postgraduate,43815.0,53,1,2,0,3,6,0,0,397,32,1,79,0,Married,3
Postgraduate,77027.0,23,2,8,3,6,4,0,0,121,62,1,1175,0,Married,3
Postgraduate,71322.0,57,2,8,5,13,4,0,0,441,49,1,1305,0,Married,3
Postgraduate,32765.0,49,2,2,0,4,5,0,0,77,35,1,46,0,Married,3
Graduate,23272.0,29,1,1,0,3,4,0,0,226,61,0,46,0,Single,1
Postgraduate,49912.0,5,4,10,5,7,8,0,1,655,65,1,874,1,Married,3
Undergraduate,7500.0,98,4,2,1,3,9,0,0,599,29,1,100,0,Married,3
Postgraduate,68117.0,80,2,11,8,4,6,0,1,396,67,1,930,1,Single,2
Graduate,67225.0,4,3,7,2,11,5,0,0,211,59,1,868,0,Married,3
Graduate,17649.0,70,3,3,0,3,8,0,0,159,38,1,45,0,Married,3
Graduate,55914.0,32,4,11,6,8,7,0,0,394,39,1,1260,0,Married,3
Graduate,40059.0,82,1,6,2,3,8,0,0,192,30,1,414,1,Married,3
Graduate,60905.0,27,2,3,3,7,2,0,0,179,64,1,392,0,Married,3
Graduate,75330.0,94,4,10,3,12,6,0,0,539,37,2,1109,0,Married,4
Graduate,60689.0,23,4,4,4,10,3,0,0,370,63,1,639,0,Single,2
Graduate,38680.0,97,1,2,0,3,7,0,0,361,30,1,79,0,Married,3
Graduate,61416.0,25,1,10,3,10,6,0,0,481,32,0,1665,1,Married,2
Graduate,49767.0,92,1,5,4,8,4,0,0,331,23,0,692,0,Single,1
Graduate,29009.0,19,2,2,0,3,6,0,0,193,33,1,44,0,Married,3
Postgraduate,45057.0,80,1,2,0,3,5,0,0,130,35,1,50,0,Married,3
Graduate,43020.0,79,3,4,1,4,6,0,0,132,44,1,223,0,Single,2
Graduate,53154.0,50,1,3,1,4,4,0,0,-30,55,1,158,0,Married,3
Graduate,65308.0,60,1,7,8,12,4,0,0,231,41,0,1211,2,Married,2
Graduate,76467.0,44,2,2,5,5,6,0,1,637,44,1,1575,0,Single,2
Undergraduate,81044.0,0,1,5,6,10,1,0,0,184,67,0,1208,0,Married,2
Graduate,32871.0,28,1,1,0,3,4,0,0,449,63,2,43,0,Married,4
Graduate,76320.0,49,2,6,3,4,2,0,0,-42,55,1,932,0,Single,2
Postgraduate,36927.0,46,2,3,0,3,8,0,0,-19,59,2,71,0,Single,3
Graduate,48794.0,97,1,1,0,3,4,0,0,-94,61,2,54,0,Married,4
Graduate,23478.0,51,1,3,0,3,8,0,0,416,49,0,129,0,Single,1
Graduate,59462.0,29,2,9,2,12,7,0,0,511,64,1,1088,0,Married,3
Postgraduate,52376.79960610536,82,2,3,0,3,6,0,0,312,33,1,47,0,Single,2
Graduate,42554.0,93,2,2,0,3,4,0,0,440,36,2,41,0,Married,4
Graduate,67046.0,92,2,4,5,4,2,0,0,447,63,1,993,0,Single,2
Graduate,42192.0,40,1,2,1,3,4,0,0,256,66,0,100,0,Married,2
Postgraduate,77610.0,70,2,4,7,4,7,0,0,538,62,1,1680,0,Married,3
Graduate,31761.0,96,2,3,0,4,5,0,0,-11,30,1,98,0,Married,3
Graduate,34350.0,81,1,1,0,3,7,0,0,172,35,1,48,0,Married,3
Graduate,54591.0,63,3,6,2,8,5,0,0,265,65,1,519,0,Married,3
Graduate,71866.0,85,1,6,3,10,3,0,0,101,58,1,715,0,Married,3
Graduate,69520.0,95,1,9,6,5,5,0,0,262,31,0,1455,0,Married,2
Graduate,64713.0,11,2,5,5,7,4,0,1,131,44,1,602,0,Single,2
Postgraduate,27889.0,42,1,1,1,2,6,0,0,317,37,1,26,0,Married,3
Undergraduate,22123.0,77,1,2,1,3,5,0,0,17,54,0,102,0,Single,1
Graduate,52376.79960610536,82,4,2,1,3,8,0,0,401,43,2,97,0,Married,4
Postgraduate,52376.79960610536,83,2,4,1,4,6,0,0,288,60,1,207,0,Married,3
Graduate,27803.0,40,2,3,0,4,8,0,0,632,41,1,176,0,Married,3
Graduate,52376.79960610536,95,3,6,1,5,7,0,0,159,59,1,450,0,Single,2
Graduate,51651.0,32,4,6,2,5,8,0,0,567,54,1,433,0,Married,3
Postgraduate,52376.79960610536,75,1,5,5,11,1,0,1,167,71,0,1564,1,Single,1
Undergraduate,87000.0,61,1,4,6,7,2,0,0,500,22,0,961,0,Married,2
Graduate,79823.0,6,1,6,9,7,2,0,0,84,55,1,1518,1,Married,3
Graduate,30828.0,16,2,1,1,4,3,0,0,252,34,1,56,0,Single,2
Postgraduate,34109.0,39,1,0,0,3,4,0,0,196,43,1,22,0,Married,3
Undergraduate,22390.0,49,1,1,0,2,7,0,0,202,45,0,26,0,Married,2
Graduate,71322.0,31,1,4,1,7,2,0,0,27,38,1,350,0,Married,3
Postgraduate,48699.0,90,1,1,0,3,5,0,0,314,64,2,40,0,Married,4
Graduate,80144.0,47,1,3,7,8,1,0,0,225,39,0,1367,0,Married,2
Graduate,54252.0,25,5,4,1,5,6,0,0,372,58,2,264,0,Single,3
Postgraduate,81929.0,60,2,4,4,10,6,0,1,578,38,1,2053,2,Married,3
Graduate,76068.0,67,1,2,3,4,6,0,0,510,39,1,1376,2,Married,3
Postgraduate,53204.0,40,1,1,0,3,4,0,0,61,38,2,45,0,Married,4
Undergraduate,14796.0,1,2,1,0,3,9,0,1,649,30,1,51,0,Married,3
Postgraduate,78128.0,89,2,8,4,6,3,0,0,41,40,1,1264,2,Married,3
Undergraduate,14188.0,40,1,2,0,4,6,0,0,446,42,0,75,0,Married,2
Graduate,72967.0,1,2,7,2,8,5,0,1,560,44,1,497,1,Single,2
Postgraduate,48150.0,24,3,5,1,4,7,0,0,362,65,1,266,0,Married,3
Graduate,82332.0,89,1,5,3,12,2,0,1,561,53,0,2006,1,Single,1
Postgraduate,44953.0,31,1,7,3,13,6,0,0,524,33,0,1021,1,Married,2
Graduate,34587.0,68,2,1,0,3,4,0,0,-24,61,2,22,0,Married,4
Postgraduate,43018.0,46,1,2,2,2,5,0,0,194,40,1,133,0,Married,3
Postgraduate,45736.0,92,5,7,1,6,7,0,0,248,60,1,437,0,Married,3
Postgraduate,66476.0,80,2,6,8,10,4,0,0,127,45,1,1013,0,Married,3
Undergraduate,27733.0,16,2,2,0,3,7,0,0,291,33,1,57,0,Married,3
Postgraduate,69805.0,50,2,6,8,11,2,0,0,109,62,1,1038,0,Married,3
Graduate,25818.0,51,1,0,1,2,7,0,0,568,43,1,28,0,Single,2
Postgraduate,37509.0,24,2,3,0,4,7,0,0,631,38,1,123,0,Married,3
Undergraduate,25176.0,79,1,1,0,2,7,0,0,244,38,2,13,0,Married,4
Graduate,43586.0,26,3,3,0,4,8,0,0,642,34,1,132,0,Married,3
Undergraduate,53230.0,86,4,5,2,12,5,0,0,609,58,1,732,0,Married,3
Graduate,50116.0,68,2,1,0,4,5,0,0,-59,57,2,66,1,Married,4
Postgraduate,82333.0,60,1,4,3,10,2,0,1,396,28,0,1822,1,Married,2
Postgraduate,65220.0,3,4,8,4,7,6,0,1,661,49,0,1282,0,Married,2
Graduate,33590.0,65,1,1,0,2,7,0,0,173,40,3,8,0,Married,5
Postgraduate,72309.0,64,1,5,6,8,3,0,1,411,38,0,1931,1,Single,1
Undergraduate,16005.0,69,3,2,1,2,8,0,0,615,34,1,103,0,Married,3
Postgraduate,65487.0,48,3,3,5,6,2,0,0,122,57,0,1169,0,Single,1
Graduate,58692.0,21,1,8,2,4,7,0,0,63,49,1,395,0,Married,3
Graduate,40590.0,30,5,3,4,3,6,0,0,240,45,2,258,1,Single,3
Postgraduate,62637.0,76,1,2,2,5,2,0,0,44,60,1,185,0,Single,2
Postgraduate,29435.0,11,4,3,2,2,9,0,1,681,48,2,180,0,Single,3
Graduate,19346.0,26,1,1,0,3,8,0,0,124,40,1,22,0,Single,2
Graduate,35788.0,34,2,2,0,3,6,0,0,123,43,2,44,0,Married,4
Graduate,36997.0,72,5,2,1,4,5,0,0,441,46,2,94,0,Single,3
Graduate,23539.0,13,1,2,0,4,6,0,0,108,57,0,81,0,Married,2
Graduate,78499.0,12,1,11,3,4,4,0,1,206,57,0,1334,1,Single,1
Postgraduate,29732.0,23,1,2,0,2,9,0,0,73,43,1,38,0,Married,3
Postgraduate,41275.0,33,4,3,1,3,5,0,0,64,54,3,61,0,Married,5
Postgraduate,63516.0,30,4,4,1,7,5,0,0,328,41,2,300,0,Married,4
Postgraduate,42769.0,15,2,1,1,4,4,0,0,245,52,1,88,0,Married,3
Postgraduate,49572.0,25,2,2,0,3,7,0,0,171,56,2,54,0,Married,4
Graduate,69209.0,4,2,5,3,6,4,0,0,646,42,0,1782,1,Married,2
Graduate,17148.0,80,4,3,1,3,8,0,0,72,38,1,68,0,Married,3
Undergraduate,32146.0,16,2,2,0,4,6,0,0,32,31,1,66,0,Married,3
Undergraduate,41713.0,57,5,3,1,4,6,0,0,4,50,2,174,0,Single,3
Postgraduate,34176.0,9,1,1,0,3,3,0,0,149,39,1,28,0,Married,3
Postgraduate,58482.0,59,2,7,4,9,6,0,0,50,59,1,731,1,Married,3
Graduate,59686.0,78,1,4,1,6,4,0,0,77,49,1,274,0,Single,2
Graduate,62994.0,74,1,6,2,4,6,0,0,43,34,1,312,0,Married,3
Undergraduate,74859.0,63,1,6,5,11,3,0,0,328,65,0,1565,1,Single,1
Undergraduate,15253.0,13,2,1,0,3,7,0,0,231,22,1,29,0,Single,2
Postgraduate,31560.0,98,2,2,1,3,8,0,0,272,40,1,94,0,Single,2
Postgraduate,91172.0,94,0,4,3,7,3,0,1,365,24,0,1092,4,Single,1
Graduate,90000.0,91,1,4,8,5,1,0,0,97,30,0,1479,3,Married,2
Graduate,41967.0,66,1,1,0,3,4,0,0,152,33,2,54,0,Single,3
Graduate,69263.0,14,1,9,1,7,6,0,0,102,49,1,568,1,Single,2
Undergraduate,65706.0,77,1,11,3,12,7,0,1,289,44,0,1199,3,Single,1
Graduate,60934.0,41,2,6,4,11,4,0,0,122,39,1,873,0,Married,3
Graduate,71965.0,21,3,6,3,5,3,0,0,314,63,1,1213,0,Married,3
Graduate,65210.0,25,2,9,3,8,6,0,0,86,59,1,731,2,Married,3
Postgraduate,79174.0,2,1,5,6,7,2,0,1,532,39,0,2043,2,Married,2
Postgraduate,81380.0,51,1,4,2,10,2,0,0,503,47,0,1893,0,Single,1
Postgraduate,48432.0,3,5,7,1,6,8,0,0,616,41,1,424,0,Single,2
Graduate,52914.0,32,2,7,3,3,7,0,0,506,43,1,575,1,Married,3
Graduate,26067.0,49,3,3,0,3,8,0,0,188,40,1,56,0,Married,3
Postgraduate,44325.0,69,4,8,2,7,8,0,0,410,42,1,542,1,Married,3
Undergraduate,26487.0,23,3,2,1,3,5,0,0,382,36,1,69,0,Single,2
Undergraduate,53233.0,18,1,1,0,3,4,0,0,85,57,1,40,0,Married,3
Graduate,67716.0,8,4,7,4,13,5,0,0,527,54,1,1016,1,Married,3
Postgraduate,76234.0,21,1,8,3,11,3,0,0,122,42,1,907,1,Married,3
Postgraduate,65487.0,48,3,3,5,6,2,0,0,122,57,0,1169,0,Married,2
Undergraduate,25224.0,36,2,1,1,3,3,0,0,69,42,1,46,0,Married,3
Postgraduate,89616.0,36,1,7,5,12,2,0,1,453,31,0,1644,0,Single,1
Graduate,40851.0,63,1,1,1,2,7,0,0,430,43,2,59,0,Single,3
Graduate,27469.0,2,1,0,0,3,6,0,0,694,67,0,17,0,Married,2
Undergraduate,82347.0,38,1,7,7,10,3,0,1,562,57,0,1853,2,Married,2
Graduate,73803.0,61,2,9,5,6,6,0,1,636,57,1,1528,1,Married,3
Postgraduate,8820.0,52,4,3,0,3,8,0,0,412,62,2,35,0,Single,3
Graduate,43322.0,25,1,3,0,4,7,0,0,44,40,0,141,0,Single,1
Graduate,55593.0,63,2,6,6,3,6,0,0,249,41,1,546,1,Married,3
Graduate,37085.0,65,4,3,0,3,8,0,0,-62,39,2,61,0,Married,4
Undergraduate,16185.0,71,2,2,2,2,8,0,0,257,24,1,106,0,Single,2
Graduate,57731.0,0,4,8,8,6,6,0,0,583,45,1,704,0,Single,2
Graduate,73807.0,88,2,5,5,11,2,0,0,455,36,1,849,0,Married,3
Graduate,61014.0,17,4,9,3,4,7,0,0,670,34,1,1147,0,Married,3
Graduate,32144.0,76,4,2,1,3,7,0,0,22,60,2,54,1,Married,4
Undergraduate,14918.0,52,1,1,0,3,6,0,0,517,51,1,43,0,Married,3
Graduate,45146.0,28,2,1,1,2,4,0,0,321,51,2,53,0,Single,3
Graduate,88325.0,42,1,6,2,9,2,0,0,102,33,0,1623,0,Married,2
Postgraduate,38054.0,24,2,2,0,3,7,0,0,35,64,2,45,0,Single,3
Undergraduate,80617.0,42,1,4,6,8,2,0,0,583,19,0,1435,0,Single,1
Graduate,36807.0,88,1,1,0,2,6,0,0,468,60,2,16,0,Married,4
Postgraduate,40101.0,73,4,6,1,6,7,0,0,550,29,1,415,0,Married,3
Graduate,58025.0,81,3,3,2,10,4,0,0,134,35,1,470,0,Married,3
Undergraduate,7500.0,7,4,3,2,2,7,0,0,411,35,1,53,0,Married,3
Postgraduate,33562.0,33,3,2,0,4,4,0,0,-29,51,3,51,0,Married,5
Postgraduate,57642.0,24,3,7,6,6,4,0,0,147,44,1,679,1,Single,2
Graduate,57967.0,39,5,4,2,8,5,0,0,444,52,1,468,0,Single,2
Undergraduate,52376.79960610536,53,0,0,0,1,0,0,0,633,36,0,1679,1,Married,2
Graduate,24434.0,9,2,2,1,2,7,0,0,33,42,2,50,0,Married,4
Graduate,11012.0,82,3,3,1,2,9,0,0,388,30,1,84,1,Single,2
Postgraduate,44802.0,71,2,9,4,12,8,0,0,606,44,0,1049,0,Single,1
Graduate,26816.0,50,1,0,0,3,4,0,0,631,28,0,22,0,Single,1
Graduate,61223.0,46,2,9,3,4,5,0,0,335,47,1,1341,0,Married,3
Graduate,56981.0,91,1,2,3,13,6,0,0,64,33,0,1241,1,Single,1
Postgraduate,69245.0,8,2,6,5,10,3,0,0,148,58,1,843,0,Married,3
Postgraduate,52869.0,40,3,3,1,4,7,0,1,582,60,2,172,0,Married,4
